case_id,country,date,state,court_name,age,gender,race_ethnicity,income_level,annual_income_usd,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_usd,pretrial_detention_days,bail_granted
CASE_4598,USA,2023-09-24,Arizona,Maricopa County Superior Court,36,Female,Hispanic,High,422753,WhiteCollar,High,3,No,Rural,45457,153,0
CASE_4599,USA,2024-02-25,Arizona,Maricopa County Superior Court,46,Male,Black,Low,32537,Assault,Low,5,Yes,Urban,2960,136,1
CASE_4600,USA,2023-04-05,California,Superior Court of California,21,Female,Hispanic,Medium,76184,Fraud,Low,3,No,Urban,5037,322,1
CASE_4601,USA,2023-12-16,Texas,Harris County District Court,62,Female,Native American,High,296289,Theft,High,5,Yes,Rural,121583,15,0
CASE_4602,USA,2024-02-17,Illinois,Cook County Circuit Court,44,Male,Native American,Low,15779,Fraud,Low,4,No,Rural,1006,229,1
CASE_4603,USA,2023-12-30,New York,New York City Criminal Court,45,Female,Hispanic,Medium,36469,WhiteCollar,Medium,3,Yes,Rural,10838,48,0
CASE_4604,USA,2022-03-20,California,Superior Court of California,30,Male,Asian,High,108044,Fraud,High,1,Yes,Rural,138922,314,1
CASE_4605,USA,2022-10-11,Arizona,Maricopa County Superior Court,42,Male,Hispanic,High,189710,WhiteCollar,High,4,No,Urban,183270,243,0
CASE_4606,USA,2024-02-27,Arizona,Maricopa County Superior Court,22,Male,Hispanic,Medium,88161,Theft,Low,5,No,Rural,3799,114,0
CASE_4607,USA,2022-03-26,New York,New York City Criminal Court,39,Male,White,High,382191,WhiteCollar,High,3,Yes,Rural,75867,222,1
CASE_4608,USA,2023-06-11,Arizona,Maricopa County Superior Court,69,Female,Native American,Medium,36012,Fraud,Low,0,No,Rural,1652,182,1
CASE_4609,USA,2022-05-26,Illinois,Cook County Circuit Court,32,Male,Black,High,191022,Theft,High,1,No,Rural,49069,95,0
CASE_4610,USA,2024-03-03,Illinois,Cook County Circuit Court,30,Female,Asian,Low,31770,WhiteCollar,High,4,Yes,Rural,59290,337,0
CASE_4611,USA,2023-07-27,California,Superior Court of California,70,Male,Native American,Low,16772,Theft,High,3,Yes,Rural,33100,374,0
CASE_4612,USA,2023-08-04,Texas,Harris County District Court,61,Female,White,Low,26779,Fraud,Medium,1,No,Urban,11192,209,1
CASE_4613,USA,2022-08-26,Arizona,Maricopa County Superior Court,57,Male,Native American,Low,33945,Theft,Medium,0,No,Urban,24736,138,1
CASE_4614,USA,2022-09-14,Texas,Harris County District Court,66,Male,White,Low,28655,WhiteCollar,Low,4,Yes,Urban,2259,343,1
CASE_4615,USA,2022-11-24,Texas,Harris County District Court,30,Male,Black,Low,24586,Assault,Medium,4,Yes,Urban,19555,179,0
CASE_4616,USA,2022-08-30,Illinois,Cook County Circuit Court,62,Female,Native American,Medium,46673,Assault,High,3,No,Rural,126414,247,0
CASE_4617,USA,2022-02-26,New York,New York City Criminal Court,29,Male,White,Medium,47179,Theft,Medium,1,No,Urban,7177,210,0
CASE_4618,USA,2022-10-29,Texas,Harris County District Court,42,Male,Hispanic,Medium,50763,WhiteCollar,High,2,No,Rural,50085,315,0
CASE_4619,USA,2022-04-19,Arizona,Maricopa County Superior Court,22,Male,Native American,High,301098,Assault,Medium,3,No,Urban,8052,418,1
CASE_4620,USA,2022-12-17,Illinois,Cook County Circuit Court,69,Female,Asian,Medium,89345,Fraud,High,0,Yes,Urban,146558,301,1
CASE_4621,USA,2022-06-04,Arizona,Maricopa County Superior Court,54,Female,Asian,High,412852,WhiteCollar,Low,3,No,Rural,3113,111,1
CASE_4622,USA,2022-12-15,Illinois,Cook County Circuit Court,45,Male,Asian,High,123623,Assault,High,5,Yes,Urban,126188,167,1
CASE_4623,USA,2022-11-17,Illinois,Cook County Circuit Court,30,Female,White,High,162245,WhiteCollar,Low,5,No,Rural,4760,131,1
CASE_4624,USA,2023-06-10,California,Superior Court of California,39,Female,Hispanic,Medium,66173,WhiteCollar,Low,3,No,Rural,4808,415,1
CASE_4625,USA,2022-01-15,Illinois,Cook County Circuit Court,47,Male,Native American,Medium,43786,Fraud,Medium,4,Yes,Urban,19869,77,1
CASE_4626,USA,2024-01-02,California,Superior Court of California,41,Male,Black,High,97382,Theft,High,3,Yes,Urban,95681,214,0
CASE_4627,USA,2022-12-18,New York,New York City Criminal Court,62,Male,Native American,Low,31538,Assault,Low,3,No,Rural,2122,349,1
CASE_4628,USA,2022-07-07,California,Superior Court of California,56,Female,Native American,Medium,81313,Assault,Medium,4,Yes,Urban,24351,42,1
CASE_4629,USA,2023-11-10,Arizona,Maricopa County Superior Court,51,Female,Native American,High,216467,Fraud,Low,0,Yes,Urban,1012,357,1
CASE_4630,USA,2023-05-14,New York,New York City Criminal Court,26,Female,Asian,High,454863,Fraud,Low,0,No,Rural,4115,377,1
CASE_4631,USA,2024-01-03,California,Superior Court of California,30,Female,Asian,Medium,70650,WhiteCollar,Low,1,Yes,Rural,3759,39,1
CASE_4632,USA,2022-12-31,Texas,Harris County District Court,50,Female,Asian,Low,23746,Theft,High,3,No,Rural,120366,287,0
CASE_4633,USA,2022-12-04,Texas,Harris County District Court,45,Female,Asian,Low,31640,WhiteCollar,Medium,4,No,Urban,19785,409,0
CASE_4634,USA,2022-04-14,New York,New York City Criminal Court,67,Male,Black,Low,21650,Theft,High,2,Yes,Rural,44045,255,0
CASE_4635,USA,2023-12-15,New York,New York City Criminal Court,52,Female,Asian,High,111909,Fraud,High,4,No,Urban,111276,96,0
CASE_4636,USA,2022-06-17,New York,New York City Criminal Court,66,Male,White,High,344186,Fraud,High,4,No,Rural,144831,354,0
CASE_4637,USA,2023-11-01,New York,New York City Criminal Court,38,Female,White,High,90776,Fraud,Medium,2,Yes,Rural,5300,234,1
CASE_4638,USA,2022-01-14,Arizona,Maricopa County Superior Court,43,Male,White,High,139229,Assault,Low,0,No,Urban,3632,410,1
CASE_4639,USA,2022-10-22,Texas,Harris County District Court,58,Female,Native American,Medium,81607,Fraud,Medium,1,Yes,Urban,20950,223,1
CASE_4640,USA,2023-09-18,Illinois,Cook County Circuit Court,45,Female,Black,Medium,66636,Assault,Medium,0,Yes,Rural,20236,201,1
CASE_4641,USA,2023-12-25,California,Superior Court of California,42,Male,Hispanic,Low,20426,Assault,Medium,4,Yes,Rural,22046,219,0
CASE_4642,USA,2022-04-20,Arizona,Maricopa County Superior Court,55,Female,Native American,High,275410,Theft,Medium,3,Yes,Urban,10960,95,1
CASE_4643,USA,2022-01-07,Arizona,Maricopa County Superior Court,33,Female,Black,High,394406,Fraud,Medium,5,No,Urban,18238,76,0
CASE_4644,USA,2022-03-14,Arizona,Maricopa County Superior Court,54,Female,Hispanic,Low,23424,Theft,Medium,3,Yes,Rural,28310,192,0
CASE_4645,USA,2024-02-17,New York,New York City Criminal Court,50,Female,Hispanic,High,134332,Assault,Medium,1,Yes,Urban,12584,279,1
CASE_4646,USA,2022-02-04,Illinois,Cook County Circuit Court,51,Male,Black,Medium,86541,Theft,High,3,No,Urban,128716,183,0
CASE_4647,USA,2023-03-28,Texas,Harris County District Court,51,Female,Black,High,456095,Assault,Medium,0,Yes,Rural,22573,146,1
CASE_4648,USA,2022-10-09,New York,New York City Criminal Court,36,Female,Hispanic,Medium,81146,Theft,Medium,3,No,Urban,25793,331,1
CASE_4649,USA,2022-01-02,Arizona,Maricopa County Superior Court,66,Female,White,Low,24155,WhiteCollar,High,0,Yes,Urban,79771,276,0
CASE_4650,USA,2023-06-09,Arizona,Maricopa County Superior Court,52,Male,Asian,High,437434,Fraud,Low,5,Yes,Urban,3670,106,0
CASE_4651,USA,2022-04-23,Illinois,Cook County Circuit Court,67,Female,White,High,427423,Theft,Low,5,Yes,Urban,2458,131,0
CASE_4652,USA,2023-03-26,Texas,Harris County District Court,47,Male,Hispanic,Low,28070,WhiteCollar,Medium,5,No,Urban,31516,338,0
CASE_4653,USA,2022-10-08,Arizona,Maricopa County Superior Court,38,Male,Hispanic,Low,25799,Theft,Low,3,No,Rural,2718,422,1
CASE_4654,USA,2023-04-29,New York,New York City Criminal Court,38,Female,Hispanic,Medium,46566,WhiteCollar,Medium,0,Yes,Urban,18385,395,1
CASE_4655,USA,2022-01-04,California,Superior Court of California,64,Male,Hispanic,Medium,44990,Assault,Medium,2,No,Rural,19538,321,0
CASE_4656,USA,2022-07-20,California,Superior Court of California,69,Female,Hispanic,Medium,89473,Assault,Low,3,No,Rural,2422,454,1
CASE_4657,USA,2023-11-29,Illinois,Cook County Circuit Court,29,Female,White,Low,26987,Theft,High,3,Yes,Rural,44071,343,0
CASE_4658,USA,2022-02-14,California,Superior Court of California,39,Male,Black,Low,29041,WhiteCollar,Medium,0,No,Urban,30386,179,1
CASE_4659,USA,2022-05-02,Texas,Harris County District Court,55,Male,Hispanic,High,453488,WhiteCollar,High,4,No,Rural,80570,352,0
CASE_4660,USA,2022-01-27,Illinois,Cook County Circuit Court,32,Female,Asian,Low,31717,Assault,Low,3,Yes,Urban,1587,332,1
CASE_4661,USA,2023-06-15,New York,New York City Criminal Court,26,Male,Black,Medium,78744,Fraud,Low,5,No,Urban,4835,451,0
CASE_4662,USA,2022-09-21,New York,New York City Criminal Court,54,Male,White,Medium,67946,WhiteCollar,High,4,Yes,Urban,105073,60,0
CASE_4663,USA,2022-02-02,California,Superior Court of California,44,Male,Native American,Low,27879,WhiteCollar,Medium,2,Yes,Rural,22908,215,1
CASE_4664,USA,2023-04-02,Illinois,Cook County Circuit Court,67,Male,Native American,Medium,65389,WhiteCollar,Medium,5,No,Rural,17232,206,0
CASE_4665,USA,2023-03-15,California,Superior Court of California,51,Female,White,High,433474,Assault,High,2,Yes,Urban,96424,262,0
CASE_4666,USA,2022-04-20,California,Superior Court of California,58,Female,Native American,High,268856,WhiteCollar,High,2,Yes,Urban,63560,356,0
CASE_4667,USA,2023-11-12,Texas,Harris County District Court,38,Female,Native American,Low,20676,WhiteCollar,Medium,4,Yes,Rural,8134,164,0
CASE_4668,USA,2022-07-05,California,Superior Court of California,25,Female,Hispanic,High,380290,WhiteCollar,Medium,2,Yes,Urban,10448,76,1
CASE_4669,USA,2022-02-17,Arizona,Maricopa County Superior Court,20,Female,White,Low,26519,Theft,Medium,1,No,Rural,19633,298,0
CASE_4670,USA,2022-06-01,Texas,Harris County District Court,38,Female,Black,High,237916,Fraud,High,0,No,Urban,151360,476,1
CASE_4671,USA,2022-07-01,Illinois,Cook County Circuit Court,21,Female,Native American,Low,32706,WhiteCollar,Low,2,No,Rural,4384,199,1
CASE_4672,USA,2023-06-10,California,Superior Court of California,53,Female,Native American,High,393687,Assault,Medium,4,Yes,Urban,22043,294,1
CASE_4673,USA,2023-07-14,California,Superior Court of California,23,Female,Asian,High,407607,WhiteCollar,High,3,Yes,Rural,107023,339,1
CASE_4674,USA,2022-09-17,Arizona,Maricopa County Superior Court,37,Female,White,High,218869,Theft,High,2,No,Urban,55502,331,1
CASE_4675,USA,2022-06-20,California,Superior Court of California,30,Male,Black,Low,30566,Theft,Low,4,Yes,Rural,3970,232,1
CASE_4676,USA,2022-09-24,Texas,Harris County District Court,64,Male,Native American,Low,16014,Theft,Low,2,No,Rural,942,278,1
CASE_4677,USA,2023-06-30,Texas,Harris County District Court,43,Male,White,Medium,61250,Fraud,Medium,4,Yes,Rural,11308,85,1
CASE_4678,USA,2023-06-22,Texas,Harris County District Court,61,Female,White,Medium,62191,Assault,High,1,Yes,Urban,133294,304,0
CASE_4679,USA,2023-07-02,Arizona,Maricopa County Superior Court,65,Male,Native American,Low,23601,WhiteCollar,High,5,No,Rural,85011,476,0
CASE_4680,USA,2022-01-07,Arizona,Maricopa County Superior Court,52,Male,White,Low,17728,Assault,Medium,4,No,Urban,26522,190,0
CASE_4681,USA,2024-01-20,Arizona,Maricopa County Superior Court,35,Female,Asian,Medium,80099,WhiteCollar,Medium,3,No,Rural,7298,147,0
CASE_4682,USA,2023-04-11,Arizona,Maricopa County Superior Court,65,Male,Asian,High,196424,Fraud,Low,5,No,Rural,2608,161,1
CASE_4683,USA,2022-08-13,Arizona,Maricopa County Superior Court,37,Female,White,High,105977,WhiteCollar,Low,1,Yes,Rural,979,141,1
CASE_4684,USA,2023-03-02,Texas,Harris County District Court,38,Female,Native American,High,465042,Fraud,Low,2,No,Urban,2450,162,1
CASE_4685,USA,2023-10-15,Texas,Harris County District Court,68,Female,Asian,Low,20805,WhiteCollar,Medium,3,Yes,Urban,20962,249,1
CASE_4686,USA,2023-02-04,Arizona,Maricopa County Superior Court,30,Female,Asian,Medium,89891,WhiteCollar,Low,0,No,Rural,2654,266,1
CASE_4687,USA,2022-10-24,Texas,Harris County District Court,69,Female,White,Medium,40465,Assault,Medium,0,No,Urban,18052,378,1
CASE_4688,USA,2023-03-10,Texas,Harris County District Court,56,Male,White,High,183547,WhiteCollar,Medium,3,Yes,Urban,12514,70,1
CASE_4689,USA,2022-04-29,Texas,Harris County District Court,56,Female,Hispanic,Low,25922,WhiteCollar,High,1,Yes,Urban,189588,208,0
CASE_4690,USA,2022-01-09,Texas,Harris County District Court,47,Female,Black,Low,21929,Fraud,High,2,Yes,Urban,83237,240,0
CASE_4691,USA,2022-01-08,California,Superior Court of California,64,Female,Black,High,318286,Theft,Medium,1,Yes,Rural,26334,130,1
CASE_4692,USA,2022-12-10,Texas,Harris County District Court,54,Female,Native American,Low,19288,Fraud,Medium,5,No,Rural,20474,414,0
CASE_4693,USA,2023-02-21,Arizona,Maricopa County Superior Court,65,Male,Hispanic,High,104499,Theft,Low,0,Yes,Urban,4632,270,1
CASE_4694,USA,2023-12-13,Arizona,Maricopa County Superior Court,56,Male,White,Low,33758,WhiteCollar,Medium,3,No,Rural,12228,264,0
CASE_4695,USA,2022-07-05,Arizona,Maricopa County Superior Court,30,Male,Black,Low,29934,WhiteCollar,High,0,No,Rural,37087,410,1
CASE_4696,USA,2023-07-03,Arizona,Maricopa County Superior Court,30,Female,White,Low,21208,Fraud,Medium,5,Yes,Rural,14748,205,0
CASE_4697,USA,2023-04-05,Arizona,Maricopa County Superior Court,47,Female,White,Low,24788,Theft,High,4,No,Urban,30022,146,0
CASE_4698,USA,2024-01-27,New York,New York City Criminal Court,27,Female,Hispanic,Medium,63875,Theft,Low,5,Yes,Rural,4803,246,1
CASE_4699,USA,2023-11-09,Arizona,Maricopa County Superior Court,62,Male,Asian,High,156659,WhiteCollar,Medium,3,No,Rural,18252,374,0
CASE_4700,USA,2023-05-27,California,Superior Court of California,31,Female,Asian,High,466275,Fraud,Low,4,No,Rural,2589,127,1
CASE_4701,USA,2023-03-20,Illinois,Cook County Circuit Court,39,Male,White,Low,32165,Assault,Medium,5,Yes,Urban,12584,201,0
CASE_4702,USA,2022-04-16,Texas,Harris County District Court,38,Male,Black,Low,22277,Fraud,Low,1,Yes,Urban,7182,442,1
CASE_4703,USA,2022-06-16,Arizona,Maricopa County Superior Court,34,Female,Black,High,222586,Assault,Medium,5,Yes,Urban,23995,299,1
CASE_4704,USA,2024-01-23,New York,New York City Criminal Court,49,Male,Asian,Medium,79316,WhiteCollar,Low,1,Yes,Rural,1420,61,1
CASE_4705,USA,2022-02-25,Arizona,Maricopa County Superior Court,36,Male,Asian,High,147573,Fraud,Low,5,Yes,Urban,2111,236,1
CASE_4706,USA,2022-07-11,Illinois,Cook County Circuit Court,37,Male,Black,Medium,72153,Theft,High,2,No,Urban,164989,396,0
CASE_4707,USA,2022-09-29,Texas,Harris County District Court,44,Male,Native American,Low,34599,WhiteCollar,High,3,Yes,Urban,38987,106,0
CASE_4708,USA,2024-01-01,Arizona,Maricopa County Superior Court,24,Male,Hispanic,Medium,50595,Theft,High,1,No,Rural,112885,376,0
CASE_4709,USA,2022-12-16,Illinois,Cook County Circuit Court,30,Male,White,Medium,35520,Fraud,Medium,2,Yes,Urban,16469,22,0
CASE_4710,USA,2023-11-02,Arizona,Maricopa County Superior Court,18,Male,Hispanic,Medium,58224,Theft,Low,0,Yes,Urban,4360,48,1
CASE_4711,USA,2023-03-03,New York,New York City Criminal Court,43,Male,Black,High,479600,Theft,High,4,No,Urban,146083,382,0
CASE_4712,USA,2022-07-08,New York,New York City Criminal Court,20,Female,Asian,High,393382,Fraud,Medium,4,Yes,Rural,7882,309,1
CASE_4713,USA,2022-02-08,Illinois,Cook County Circuit Court,53,Female,Asian,Medium,70350,WhiteCollar,High,4,No,Rural,79826,70,0
CASE_4714,USA,2023-08-04,Texas,Harris County District Court,34,Female,Native American,High,281410,Theft,High,4,Yes,Rural,78707,39,1
CASE_4715,USA,2022-07-04,Illinois,Cook County Circuit Court,70,Male,Native American,High,264124,Assault,High,5,Yes,Rural,77074,160,0
CASE_4716,USA,2022-03-09,Illinois,Cook County Circuit Court,28,Female,White,High,102468,WhiteCollar,Low,5,No,Rural,1130,296,1
CASE_4717,USA,2023-01-03,Arizona,Maricopa County Superior Court,19,Male,Black,Low,18244,Assault,Low,2,Yes,Rural,5085,202,1
CASE_4718,USA,2022-12-26,New York,New York City Criminal Court,67,Male,Native American,High,220696,Theft,High,1,No,Rural,143609,396,0
CASE_4719,USA,2022-02-05,California,Superior Court of California,33,Male,Asian,Medium,62224,Assault,Medium,4,Yes,Urban,10522,4,0
CASE_4720,USA,2022-12-02,Arizona,Maricopa County Superior Court,63,Male,Hispanic,Medium,45244,Theft,High,0,Yes,Urban,139861,273,1
CASE_4721,USA,2022-04-13,Texas,Harris County District Court,63,Female,Asian,High,390593,Assault,Low,5,Yes,Urban,4590,76,1
CASE_4722,USA,2024-01-21,Texas,Harris County District Court,63,Male,Native American,Medium,43520,Theft,Medium,1,No,Urban,24433,344,1
CASE_4723,USA,2022-12-15,Illinois,Cook County Circuit Court,51,Female,Asian,Medium,86560,WhiteCollar,High,2,No,Rural,27953,437,0
CASE_4724,USA,2023-08-23,Arizona,Maricopa County Superior Court,19,Female,Native American,High,368618,Assault,High,1,No,Rural,95988,112,0
CASE_4725,USA,2023-07-27,California,Superior Court of California,50,Female,Native American,Low,26505,WhiteCollar,Medium,3,Yes,Urban,9472,337,1
CASE_4726,USA,2024-01-08,New York,New York City Criminal Court,23,Male,Asian,Medium,56486,WhiteCollar,Medium,4,Yes,Urban,8644,281,1
CASE_4727,USA,2022-11-30,California,Superior Court of California,33,Female,Hispanic,High,482218,WhiteCollar,High,3,No,Urban,110511,363,1
CASE_4728,USA,2023-03-24,New York,New York City Criminal Court,61,Male,Native American,Low,32527,Assault,Low,1,No,Rural,1796,141,1
CASE_4729,USA,2022-01-09,Arizona,Maricopa County Superior Court,59,Male,White,High,218558,Assault,High,3,Yes,Rural,95172,331,1
CASE_4730,USA,2023-10-21,California,Superior Court of California,19,Male,White,High,279046,Fraud,Medium,3,Yes,Rural,15525,38,1
CASE_4731,USA,2024-01-21,New York,New York City Criminal Court,48,Male,White,Medium,84943,Assault,High,0,No,Rural,31820,134,0
CASE_4732,USA,2023-02-27,New York,New York City Criminal Court,56,Male,Native American,Low,20598,Fraud,High,1,Yes,Rural,55697,229,1
CASE_4733,USA,2023-12-31,Arizona,Maricopa County Superior Court,19,Female,Asian,Low,31154,Fraud,Low,4,Yes,Rural,3438,405,1
CASE_4734,USA,2022-05-08,Texas,Harris County District Court,53,Male,Asian,High,236396,Theft,Medium,0,Yes,Urban,19717,330,1
CASE_4735,USA,2022-05-01,California,Superior Court of California,64,Male,Native American,Medium,55670,Fraud,Medium,3,Yes,Urban,22937,292,1
CASE_4736,USA,2023-12-25,New York,New York City Criminal Court,60,Male,White,Medium,45518,Fraud,High,2,No,Urban,38341,304,0
CASE_4737,USA,2022-01-14,New York,New York City Criminal Court,64,Male,Hispanic,Low,27400,Fraud,High,0,Yes,Urban,198093,245,0
CASE_4738,USA,2023-07-16,Arizona,Maricopa County Superior Court,57,Male,Hispanic,Medium,54913,Theft,Low,5,No,Urban,716,400,1
CASE_4739,USA,2023-01-08,New York,New York City Criminal Court,45,Male,White,Medium,77892,Assault,Low,4,Yes,Rural,4314,224,1
CASE_4740,USA,2023-05-27,Texas,Harris County District Court,66,Female,Asian,Medium,66825,Theft,Low,3,No,Rural,999,254,1
CASE_4741,USA,2022-11-08,Illinois,Cook County Circuit Court,28,Male,Asian,Medium,35044,WhiteCollar,High,4,Yes,Rural,114310,231,0
CASE_4742,USA,2023-03-14,California,Superior Court of California,55,Female,Native American,Medium,70122,Theft,Medium,2,No,Urban,8788,206,1
CASE_4743,USA,2022-01-26,Texas,Harris County District Court,58,Male,White,High,290772,WhiteCollar,Medium,0,No,Urban,18388,273,0
CASE_4744,USA,2022-04-27,Texas,Harris County District Court,48,Female,Asian,Low,31380,Fraud,Low,5,No,Rural,990,487,0
CASE_4745,USA,2023-01-02,New York,New York City Criminal Court,45,Male,Black,Medium,84040,Assault,Medium,4,Yes,Urban,9142,347,1
CASE_4746,USA,2024-01-25,Texas,Harris County District Court,49,Female,Black,Low,17304,WhiteCollar,Low,3,No,Rural,2174,405,1
CASE_4747,USA,2023-10-30,California,Superior Court of California,20,Female,Native American,Low,31117,Theft,High,2,No,Rural,121309,371,0
CASE_4748,USA,2022-02-16,Illinois,Cook County Circuit Court,59,Female,White,High,195658,Theft,Medium,2,Yes,Rural,11066,151,0
CASE_4749,USA,2022-01-25,Illinois,Cook County Circuit Court,19,Male,Hispanic,Medium,63224,Fraud,High,1,Yes,Rural,104264,122,1
CASE_4750,USA,2024-02-11,Texas,Harris County District Court,68,Female,Black,Medium,68576,Fraud,Medium,1,Yes,Urban,18772,160,1
CASE_4751,USA,2023-01-17,Texas,Harris County District Court,61,Female,Asian,Medium,69069,WhiteCollar,High,3,No,Rural,143438,34,1
CASE_4752,USA,2023-02-13,Texas,Harris County District Court,50,Male,Asian,Low,31256,WhiteCollar,Medium,3,No,Rural,26592,415,0
CASE_4753,USA,2023-12-30,New York,New York City Criminal Court,65,Female,White,Medium,78015,Theft,Low,4,Yes,Rural,1213,201,0
CASE_4754,USA,2023-03-24,California,Superior Court of California,31,Male,Hispanic,Low,32751,Assault,Low,4,Yes,Rural,2724,113,1
CASE_4755,USA,2022-08-15,Texas,Harris County District Court,64,Female,Black,Low,21905,Fraud,Low,1,Yes,Rural,3394,296,0
CASE_4756,USA,2023-02-03,Texas,Harris County District Court,64,Male,Hispanic,Medium,88429,WhiteCollar,High,0,No,Urban,103044,204,0
CASE_4757,USA,2023-06-01,Texas,Harris County District Court,61,Male,Asian,Medium,36409,Assault,Medium,5,Yes,Urban,15010,3,0
CASE_4758,USA,2022-10-14,New York,New York City Criminal Court,47,Male,White,High,441046,WhiteCollar,Medium,0,Yes,Urban,21853,132,1
CASE_4759,USA,2024-02-17,Arizona,Maricopa County Superior Court,54,Female,White,High,315400,WhiteCollar,Low,1,Yes,Rural,2975,54,1
CASE_4760,USA,2023-01-28,New York,New York City Criminal Court,27,Female,White,Medium,51938,Assault,Low,2,Yes,Urban,1521,77,1
CASE_4761,USA,2022-03-20,California,Superior Court of California,31,Male,Native American,High,287562,WhiteCollar,High,4,Yes,Urban,58908,57,0
CASE_4762,USA,2022-07-16,Illinois,Cook County Circuit Court,43,Female,Asian,Medium,38673,Assault,Medium,5,No,Urban,7079,132,0
CASE_4763,USA,2023-10-13,Arizona,Maricopa County Superior Court,53,Female,Black,Low,19676,WhiteCollar,Medium,2,No,Rural,18744,452,1
CASE_4764,USA,2023-03-26,Texas,Harris County District Court,68,Male,Hispanic,High,416975,Fraud,Low,2,Yes,Rural,4910,246,1
CASE_4765,USA,2022-09-26,New York,New York City Criminal Court,20,Male,Native American,High,301014,Fraud,Low,2,Yes,Rural,2906,41,1
CASE_4766,USA,2022-03-30,New York,New York City Criminal Court,26,Male,Asian,Low,22600,WhiteCollar,High,5,Yes,Urban,128359,454,0
CASE_4767,USA,2022-09-29,California,Superior Court of California,39,Female,Hispanic,Low,29748,Fraud,Medium,1,No,Rural,28970,245,0
CASE_4768,USA,2022-07-07,Arizona,Maricopa County Superior Court,39,Female,Native American,Low,24881,Fraud,High,0,No,Rural,122465,137,1
CASE_4769,USA,2022-12-26,Texas,Harris County District Court,23,Male,White,Medium,55950,WhiteCollar,Medium,5,No,Urban,16393,301,0
CASE_4770,USA,2024-01-13,California,Superior Court of California,40,Male,Native American,High,175424,Assault,Low,0,No,Rural,720,282,1
CASE_4771,USA,2022-11-07,California,Superior Court of California,49,Female,Hispanic,Medium,52414,Fraud,Medium,4,No,Urban,25779,328,0
CASE_4772,USA,2022-01-15,Illinois,Cook County Circuit Court,32,Male,White,Medium,79293,Theft,Medium,2,No,Urban,23043,178,0
CASE_4773,USA,2022-12-25,New York,New York City Criminal Court,24,Male,Black,Medium,59214,Fraud,Low,5,Yes,Rural,959,131,1
CASE_4774,USA,2022-07-27,California,Superior Court of California,31,Female,White,Medium,36831,Theft,High,1,No,Urban,73610,112,1
CASE_4775,USA,2022-01-22,Texas,Harris County District Court,52,Male,Native American,Medium,76037,Fraud,High,2,No,Urban,106438,199,0
CASE_4776,USA,2023-02-27,Arizona,Maricopa County Superior Court,45,Female,Asian,Low,16799,Fraud,High,4,No,Urban,158310,158,0
CASE_4777,USA,2023-01-03,Illinois,Cook County Circuit Court,59,Female,Native American,High,480445,Theft,Low,5,Yes,Rural,2906,332,1
CASE_4778,USA,2023-01-12,California,Superior Court of California,50,Male,Asian,High,265714,WhiteCollar,Low,3,No,Urban,778,282,1
CASE_4779,USA,2023-03-24,Arizona,Maricopa County Superior Court,30,Female,Hispanic,Low,28392,Theft,Low,0,No,Rural,830,446,1
CASE_4780,USA,2023-01-05,New York,New York City Criminal Court,66,Female,Black,High,355974,Theft,High,3,No,Rural,157054,274,0
CASE_4781,USA,2022-08-02,California,Superior Court of California,26,Female,White,Medium,38471,Theft,Medium,5,No,Rural,11518,232,0
CASE_4782,USA,2022-05-03,Texas,Harris County District Court,68,Male,Hispanic,High,268437,Assault,Medium,5,No,Rural,12034,200,0
CASE_4783,USA,2022-10-16,Arizona,Maricopa County Superior Court,42,Female,Black,Medium,49213,Assault,High,3,No,Rural,94106,248,0
CASE_4784,USA,2023-04-03,Illinois,Cook County Circuit Court,44,Male,White,Medium,84302,Assault,Medium,0,No,Urban,15793,55,1
CASE_4785,USA,2022-05-23,Texas,Harris County District Court,36,Female,Black,Low,24495,Theft,Medium,4,Yes,Rural,30397,258,0
CASE_4786,USA,2022-06-15,New York,New York City Criminal Court,58,Male,Hispanic,Low,34651,Assault,Low,4,No,Urban,3576,393,0
CASE_4787,USA,2023-01-14,California,Superior Court of California,47,Female,White,Medium,89480,Assault,High,0,No,Rural,81828,406,0
CASE_4788,USA,2023-01-14,New York,New York City Criminal Court,38,Female,Native American,Medium,83474,Theft,Medium,3,No,Urban,23527,313,0
CASE_4789,USA,2022-06-16,Illinois,Cook County Circuit Court,39,Male,White,High,160756,Assault,Medium,5,No,Rural,14792,216,0
CASE_4790,USA,2023-10-24,Illinois,Cook County Circuit Court,36,Male,White,Low,19882,WhiteCollar,Low,2,Yes,Urban,4604,203,1
CASE_4791,USA,2022-12-26,New York,New York City Criminal Court,20,Female,Hispanic,Low,15793,Assault,Low,5,No,Urban,2592,313,1
CASE_4792,USA,2023-04-05,Illinois,Cook County Circuit Court,18,Female,White,Medium,57886,Assault,Medium,5,No,Urban,18968,399,0
CASE_4793,USA,2023-10-22,Texas,Harris County District Court,44,Male,Hispanic,Low,32562,Assault,Low,1,No,Urban,938,436,0
CASE_4794,USA,2023-02-27,Illinois,Cook County Circuit Court,58,Female,White,Low,21299,Theft,Low,3,Yes,Urban,2778,429,1
CASE_4795,USA,2023-11-27,Illinois,Cook County Circuit Court,40,Female,White,High,181437,Fraud,Low,5,No,Urban,4874,404,1
CASE_4796,USA,2023-09-27,Texas,Harris County District Court,28,Male,Hispanic,Low,26749,WhiteCollar,Low,2,No,Rural,4784,237,1
