case_id,country,date,country_region,court_name,court_type,age,gender,ethnicity,income_level,annual_income_gbp,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_gbp,remand_days,bail_granted
CASE_5525,UK,2023-05-08,Scotland,Glasgow Sheriff Court,Magistrates Court,27,Female,Asian British,High,164299,Theft,Medium,5,Yes,Urban,10806,137,0
CASE_5526,UK,2023-08-15,Wales,Cardiff Crown Court,Crown Court,58,Female,White British,High,160700,Fraud,High,0,Yes,Rural,18122,46,1
CASE_5527,UK,2022-01-27,England,Birmingham Magistrates' Court,Magistrates Court,47,Female,Black British,Low,8082,Assault,Medium,3,No,Rural,3386,199,0
CASE_5528,UK,2023-05-01,Scotland,Glasgow Sheriff Court,Magistrates Court,44,Female,White British,High,87675,Fraud,Low,2,No,Rural,799,185,1
CASE_5529,UK,2022-08-02,England,Westminster Magistrates' Court,Magistrates Court,61,Male,Asian British,Medium,21505,Theft,High,0,Yes,Rural,33907,191,1
CASE_5530,UK,2022-03-15,England,Westminster Magistrates' Court,Magistrates Court,19,Female,Mixed,Medium,27540,Fraud,Medium,2,No,Rural,13103,87,0
CASE_5531,UK,2023-11-14,Scotland,Glasgow Sheriff Court,Magistrates Court,31,Male,Asian British,Low,11382,Theft,Low,2,Yes,Urban,414,122,0
CASE_5532,UK,2022-04-07,England,Manchester Crown Court,Crown Court,62,Male,Mixed,Low,10391,Fraud,Low,5,Yes,Urban,2412,148,0
CASE_5533,UK,2022-08-14,England,Manchester Crown Court,Crown Court,64,Male,Asian British,High,75912,Theft,Low,4,No,Urban,2864,133,1
CASE_5534,UK,2024-02-04,England,Westminster Magistrates' Court,Magistrates Court,53,Female,White British,Medium,27736,Theft,High,5,Yes,Urban,38533,2,0
CASE_5535,UK,2023-09-12,England,Westminster Magistrates' Court,Magistrates Court,57,Male,Mixed,Low,12455,Assault,Low,4,Yes,Rural,637,108,0
CASE_5536,UK,2022-10-29,England,Birmingham Magistrates' Court,Magistrates Court,53,Female,Mixed,Medium,35710,Theft,High,0,No,Rural,50725,115,0
CASE_5537,UK,2023-06-14,Scotland,Glasgow Sheriff Court,Magistrates Court,65,Male,White British,Medium,51310,Theft,Medium,3,No,Urban,6501,159,1
CASE_5538,UK,2022-10-03,Scotland,Glasgow Sheriff Court,Magistrates Court,51,Male,Asian British,Low,11370,WhiteCollar,Medium,5,Yes,Urban,8987,114,0
CASE_5539,UK,2022-11-18,England,Manchester Crown Court,Crown Court,64,Female,Mixed,High,190843,WhiteCollar,Medium,4,Yes,Urban,13624,97,0
CASE_5540,UK,2023-07-16,Scotland,Glasgow Sheriff Court,Magistrates Court,33,Male,Asian British,Medium,32187,Fraud,Medium,0,Yes,Rural,4472,61,1
CASE_5541,UK,2023-03-25,England,Birmingham Magistrates' Court,Magistrates Court,55,Male,Asian British,High,108473,Assault,Medium,0,No,Rural,4588,153,1
CASE_5542,UK,2023-09-03,England,Manchester Crown Court,Crown Court,35,Male,Black British,High,232953,Assault,Medium,0,No,Urban,10072,210,1
CASE_5543,UK,2022-11-14,England,Manchester Crown Court,Crown Court,56,Male,Other,Medium,45049,WhiteCollar,Medium,0,No,Rural,13159,41,1
CASE_5544,UK,2022-09-16,England,Birmingham Magistrates' Court,Magistrates Court,44,Male,Mixed,Medium,46539,WhiteCollar,Low,5,Yes,Urban,2473,149,0
CASE_5545,UK,2022-01-21,England,Birmingham Magistrates' Court,Magistrates Court,27,Female,Asian British,Low,8649,Assault,Low,2,Yes,Urban,466,160,1
CASE_5546,UK,2023-07-02,England,Birmingham Magistrates' Court,Magistrates Court,70,Female,White British,Low,17919,Assault,Low,3,Yes,Rural,1131,65,1
CASE_5547,UK,2024-01-16,England,Westminster Magistrates' Court,Magistrates Court,67,Male,Mixed,Low,16338,WhiteCollar,High,2,No,Rural,67482,157,1
CASE_5548,UK,2023-07-27,Wales,Cardiff Crown Court,Crown Court,26,Female,White British,Medium,38101,Fraud,Low,4,Yes,Rural,2141,153,1
CASE_5549,UK,2022-03-12,England,Birmingham Magistrates' Court,Magistrates Court,25,Male,Asian British,High,99891,WhiteCollar,Low,2,No,Rural,401,132,1
CASE_5550,UK,2023-04-15,Scotland,Glasgow Sheriff Court,Magistrates Court,40,Female,Other,High,66471,Fraud,Low,1,No,Urban,2040,48,1
CASE_5551,UK,2023-04-28,England,Birmingham Magistrates' Court,Magistrates Court,69,Male,Asian British,Medium,44268,Fraud,High,5,No,Urban,73169,61,0
CASE_5552,UK,2023-10-17,England,Westminster Magistrates' Court,Magistrates Court,39,Female,Asian British,High,88699,Theft,High,4,Yes,Urban,50515,109,0
CASE_5553,UK,2023-01-13,Wales,Cardiff Crown Court,Crown Court,24,Male,Black British,Low,14550,Fraud,Low,2,Yes,Rural,2765,104,1
CASE_5554,UK,2023-10-09,Wales,Cardiff Crown Court,Crown Court,26,Female,Asian British,High,157237,WhiteCollar,High,5,Yes,Urban,38245,153,0
CASE_5555,UK,2023-02-01,England,Manchester Crown Court,Crown Court,67,Male,Black British,Medium,21794,WhiteCollar,Low,2,Yes,Rural,860,51,1
CASE_5556,UK,2023-04-28,England,Manchester Crown Court,Crown Court,22,Male,White British,High,280797,Fraud,High,4,Yes,Urban,20189,75,0
CASE_5557,UK,2024-02-01,Wales,Cardiff Crown Court,Crown Court,54,Male,Black British,Medium,44971,Fraud,Medium,2,Yes,Rural,14630,189,0
CASE_5558,UK,2022-12-16,England,Manchester Crown Court,Crown Court,69,Female,Black British,High,112683,Assault,Low,5,No,Urban,2522,147,1
CASE_5559,UK,2023-11-04,England,Manchester Crown Court,Crown Court,66,Female,White British,High,80171,Theft,High,3,Yes,Rural,20582,10,0
CASE_5560,UK,2024-02-29,England,Manchester Crown Court,Crown Court,57,Female,White British,High,257588,Assault,High,0,No,Rural,42716,33,1
CASE_5561,UK,2024-02-28,England,Manchester Crown Court,Crown Court,42,Male,White British,Medium,38759,WhiteCollar,High,4,Yes,Urban,37779,116,0
CASE_5562,UK,2022-09-27,Wales,Cardiff Crown Court,Crown Court,36,Female,Asian British,High,282229,Fraud,Low,5,No,Urban,1651,111,1
CASE_5563,UK,2023-10-14,England,Westminster Magistrates' Court,Magistrates Court,21,Female,Mixed,High,223355,WhiteCollar,Low,0,No,Urban,1299,83,1
CASE_5564,UK,2022-07-07,England,Manchester Crown Court,Crown Court,70,Male,Mixed,High,64808,Fraud,Low,5,No,Rural,509,57,1
CASE_5565,UK,2022-04-19,England,Westminster Magistrates' Court,Magistrates Court,58,Female,White British,Low,10613,Assault,Medium,5,No,Urban,3653,124,0
CASE_5566,UK,2022-04-27,England,Manchester Crown Court,Crown Court,28,Male,White British,Low,15689,WhiteCollar,Low,0,No,Rural,314,83,1
CASE_5567,UK,2022-06-03,England,Westminster Magistrates' Court,Magistrates Court,52,Male,Mixed,Medium,35511,Assault,Low,1,No,Rural,1297,108,1
CASE_5568,UK,2022-01-16,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Female,White British,Low,19596,WhiteCollar,Low,2,No,Urban,2125,69,0
CASE_5569,UK,2023-01-13,Scotland,Glasgow Sheriff Court,Magistrates Court,56,Male,Mixed,Medium,47473,Fraud,Low,0,Yes,Rural,1833,155,1
CASE_5570,UK,2023-03-05,England,Manchester Crown Court,Crown Court,39,Female,Mixed,Low,15569,Fraud,Low,2,Yes,Urban,1364,145,0
CASE_5571,UK,2023-02-06,England,Manchester Crown Court,Crown Court,50,Male,Other,Medium,41302,Theft,High,5,Yes,Rural,63759,20,0
CASE_5572,UK,2022-01-27,England,Birmingham Magistrates' Court,Magistrates Court,56,Female,Black British,Medium,52351,Fraud,High,3,Yes,Rural,23390,133,0
CASE_5573,UK,2023-04-04,England,Birmingham Magistrates' Court,Magistrates Court,41,Female,Black British,High,230395,Fraud,Low,4,Yes,Urban,919,122,0
CASE_5574,UK,2023-10-09,England,Manchester Crown Court,Crown Court,55,Male,Other,Medium,48134,Theft,Medium,5,Yes,Rural,13435,120,0
CASE_5575,UK,2022-02-21,Scotland,Glasgow Sheriff Court,Magistrates Court,63,Male,Mixed,High,292590,WhiteCollar,High,1,No,Rural,68209,40,0
CASE_5576,UK,2022-06-23,England,Westminster Magistrates' Court,Magistrates Court,61,Female,Mixed,Low,18135,Fraud,High,4,No,Rural,19245,114,0
CASE_5577,UK,2022-10-25,England,Westminster Magistrates' Court,Magistrates Court,38,Male,Other,Medium,27099,Assault,Low,2,No,Urban,2009,67,1
CASE_5578,UK,2023-04-05,England,Westminster Magistrates' Court,Magistrates Court,31,Male,Black British,High,74483,Assault,Low,0,No,Urban,925,194,1
CASE_5579,UK,2023-04-09,England,Westminster Magistrates' Court,Magistrates Court,23,Female,Mixed,Medium,52678,Assault,High,0,No,Rural,74281,177,1
CASE_5580,UK,2023-08-09,Scotland,Glasgow Sheriff Court,Magistrates Court,19,Female,Asian British,Medium,24603,Theft,Low,2,Yes,Urban,616,73,1
CASE_5581,UK,2023-08-13,England,Manchester Crown Court,Crown Court,36,Female,Black British,Low,11656,Assault,Low,0,No,Rural,254,234,1
CASE_5582,UK,2023-03-14,Scotland,Glasgow Sheriff Court,Magistrates Court,53,Female,Black British,Low,9852,WhiteCollar,High,2,Yes,Urban,72748,270,0
CASE_5583,UK,2022-08-26,England,Manchester Crown Court,Crown Court,41,Male,Black British,Low,8898,Theft,Medium,1,Yes,Rural,9601,125,1
CASE_5584,UK,2023-02-25,England,Manchester Crown Court,Crown Court,56,Female,Asian British,Medium,48809,WhiteCollar,Low,4,Yes,Rural,2349,167,1
CASE_5585,UK,2023-02-16,Wales,Cardiff Crown Court,Crown Court,35,Male,Other,Low,15974,WhiteCollar,Low,5,Yes,Rural,1362,197,1
CASE_5586,UK,2023-09-27,Wales,Cardiff Crown Court,Crown Court,35,Female,Black British,Low,12513,Theft,High,5,Yes,Urban,26481,151,0
CASE_5587,UK,2022-12-18,England,Birmingham Magistrates' Court,Magistrates Court,51,Male,Other,Medium,35828,WhiteCollar,Low,5,Yes,Rural,2044,162,1
CASE_5588,UK,2023-01-10,England,Birmingham Magistrates' Court,Magistrates Court,29,Female,Mixed,Low,9211,Fraud,Low,4,No,Rural,1946,189,1
CASE_5589,UK,2022-01-25,England,Westminster Magistrates' Court,Magistrates Court,49,Female,Other,Low,17847,Assault,High,4,Yes,Rural,32928,47,0
CASE_5590,UK,2022-12-19,England,Birmingham Magistrates' Court,Magistrates Court,57,Female,Black British,Low,11030,Fraud,Low,2,No,Rural,809,264,1
CASE_5591,UK,2023-07-23,England,Manchester Crown Court,Crown Court,53,Male,Asian British,Low,19729,WhiteCollar,Low,3,No,Urban,831,118,1
CASE_5592,UK,2022-05-12,Wales,Cardiff Crown Court,Crown Court,62,Female,White British,High,231773,Assault,Medium,5,No,Urban,13467,160,0
CASE_5593,UK,2022-03-28,Scotland,Glasgow Sheriff Court,Magistrates Court,47,Male,White British,Low,17325,WhiteCollar,Low,1,No,Rural,2300,144,1
CASE_5594,UK,2023-07-25,Scotland,Glasgow Sheriff Court,Magistrates Court,51,Female,Black British,Low,12589,Assault,Medium,5,No,Urban,11492,224,0
CASE_5595,UK,2022-05-13,England,Manchester Crown Court,Crown Court,58,Female,Other,Low,8222,Assault,High,1,Yes,Urban,54056,164,1
CASE_5596,UK,2023-08-21,England,Manchester Crown Court,Crown Court,25,Male,Black British,Low,8852,Assault,High,0,Yes,Rural,87183,190,0
CASE_5597,UK,2024-02-23,England,Westminster Magistrates' Court,Magistrates Court,52,Female,Black British,Low,12271,Assault,Medium,4,No,Urban,5213,40,0
CASE_5598,UK,2022-02-06,Wales,Cardiff Crown Court,Crown Court,31,Male,Mixed,Medium,41836,Theft,Medium,5,No,Urban,9408,55,0
CASE_5599,UK,2022-08-22,England,Manchester Crown Court,Crown Court,22,Female,Mixed,Low,13140,Fraud,High,1,Yes,Urban,41874,105,1
CASE_5600,UK,2023-03-29,England,Manchester Crown Court,Crown Court,23,Female,Asian British,Low,11398,WhiteCollar,Low,5,Yes,Urban,2680,212,1
CASE_5601,UK,2023-10-18,Wales,Cardiff Crown Court,Crown Court,34,Female,Other,High,272761,Fraud,High,1,No,Urban,62741,60,0
CASE_5602,UK,2023-04-26,England,Westminster Magistrates' Court,Magistrates Court,51,Female,Asian British,High,247875,WhiteCollar,Medium,4,No,Urban,13761,221,0
CASE_5603,UK,2022-08-31,England,Birmingham Magistrates' Court,Magistrates Court,23,Male,Mixed,Medium,48168,Assault,Low,3,No,Rural,1739,85,1
CASE_5604,UK,2023-08-16,England,Westminster Magistrates' Court,Magistrates Court,58,Female,White British,High,206088,Fraud,Low,5,No,Rural,580,112,1
CASE_5605,UK,2023-03-06,England,Manchester Crown Court,Crown Court,37,Male,Other,Medium,33445,Fraud,Low,1,Yes,Urban,1142,138,1
CASE_5606,UK,2022-01-18,England,Manchester Crown Court,Crown Court,41,Male,Other,Medium,52080,WhiteCollar,Low,4,No,Urban,2295,172,0
CASE_5607,UK,2022-08-31,Scotland,Glasgow Sheriff Court,Magistrates Court,50,Female,White British,High,79826,Assault,Medium,5,No,Rural,9775,195,0
CASE_5608,UK,2022-06-16,Wales,Cardiff Crown Court,Crown Court,34,Female,Mixed,High,266622,WhiteCollar,High,4,Yes,Rural,30893,70,0
CASE_5609,UK,2022-12-14,Scotland,Glasgow Sheriff Court,Magistrates Court,57,Male,Mixed,Low,10046,Theft,High,3,Yes,Urban,61774,190,0
CASE_5610,UK,2023-10-01,England,Birmingham Magistrates' Court,Magistrates Court,34,Female,Black British,Medium,52988,Theft,Medium,1,Yes,Rural,4559,28,0
CASE_5611,UK,2023-12-27,Scotland,Glasgow Sheriff Court,Magistrates Court,51,Male,Asian British,Medium,48165,WhiteCollar,High,4,Yes,Urban,80949,83,0
CASE_5612,UK,2023-04-20,Wales,Cardiff Crown Court,Crown Court,19,Male,Mixed,Medium,27131,Theft,Low,4,Yes,Urban,2269,12,1
CASE_5613,UK,2022-10-24,England,Manchester Crown Court,Crown Court,39,Male,Black British,High,254536,Fraud,Low,2,No,Rural,971,88,1
CASE_5614,UK,2022-05-01,England,Manchester Crown Court,Crown Court,34,Male,Asian British,High,242371,Fraud,High,1,Yes,Rural,52994,50,0
CASE_5615,UK,2022-07-12,Wales,Cardiff Crown Court,Crown Court,58,Male,Other,Medium,43318,Assault,Medium,5,No,Rural,8286,147,0
CASE_5616,UK,2023-12-16,Scotland,Glasgow Sheriff Court,Magistrates Court,55,Male,Mixed,High,72549,Theft,Low,2,No,Rural,1105,210,1
CASE_5617,UK,2024-02-11,England,Westminster Magistrates' Court,Magistrates Court,40,Male,Black British,High,217481,Theft,High,3,Yes,Urban,42456,78,0
CASE_5618,UK,2023-09-06,Wales,Cardiff Crown Court,Crown Court,42,Male,Mixed,Low,17415,Fraud,High,2,No,Rural,68528,177,0
CASE_5619,UK,2022-09-04,England,Manchester Crown Court,Crown Court,52,Female,White British,Low,9788,WhiteCollar,Low,2,Yes,Urban,1424,95,1
CASE_5620,UK,2023-12-03,England,Westminster Magistrates' Court,Magistrates Court,46,Male,Asian British,High,197193,Theft,Low,4,No,Rural,2240,124,0
CASE_5621,UK,2022-11-29,Wales,Cardiff Crown Court,Crown Court,22,Male,Black British,Medium,33798,Assault,High,4,Yes,Rural,25360,195,0
CASE_5622,UK,2022-01-16,England,Birmingham Magistrates' Court,Magistrates Court,27,Male,Other,Low,8416,Assault,High,2,No,Urban,63336,191,0
CASE_5623,UK,2023-03-26,England,Birmingham Magistrates' Court,Magistrates Court,32,Female,Black British,High,184665,Assault,Medium,0,No,Urban,9275,84,1
CASE_5624,UK,2023-12-28,Wales,Cardiff Crown Court,Crown Court,33,Female,Asian British,High,158098,WhiteCollar,Medium,4,Yes,Urban,15573,131,0
CASE_5625,UK,2022-01-21,England,Birmingham Magistrates' Court,Magistrates Court,54,Female,Mixed,Low,17853,WhiteCollar,Medium,3,Yes,Rural,14962,43,1
CASE_5626,UK,2022-05-21,England,Birmingham Magistrates' Court,Magistrates Court,47,Male,Asian British,Medium,28945,Assault,High,4,No,Urban,63607,170,0
CASE_5627,UK,2022-08-29,Wales,Cardiff Crown Court,Crown Court,24,Female,Asian British,High,172812,Assault,High,0,Yes,Rural,82254,158,1
CASE_5628,UK,2022-07-24,England,Birmingham Magistrates' Court,Magistrates Court,52,Female,Other,High,155365,Fraud,High,4,No,Rural,25583,59,0
CASE_5629,UK,2023-02-24,England,Manchester Crown Court,Crown Court,41,Male,Asian British,Medium,44727,WhiteCollar,Low,4,No,Rural,637,120,0
CASE_5630,UK,2023-10-30,England,Birmingham Magistrates' Court,Magistrates Court,37,Male,Asian British,High,181207,Fraud,High,1,No,Rural,80623,207,0
CASE_5631,UK,2023-03-09,England,Westminster Magistrates' Court,Magistrates Court,24,Male,Mixed,Medium,48969,Theft,Low,1,Yes,Urban,1602,122,1
CASE_5632,UK,2024-01-13,Wales,Cardiff Crown Court,Crown Court,20,Female,Asian British,High,141276,Theft,Medium,2,No,Rural,12392,123,1
CASE_5633,UK,2023-02-25,Wales,Cardiff Crown Court,Crown Court,66,Male,Asian British,High,144770,Assault,Low,3,Yes,Rural,2610,68,1
CASE_5634,UK,2022-07-29,Scotland,Glasgow Sheriff Court,Magistrates Court,45,Female,Mixed,High,289336,Assault,Low,5,Yes,Rural,1348,57,1
CASE_5635,UK,2023-05-16,England,Manchester Crown Court,Crown Court,48,Female,Other,High,102437,Fraud,Low,4,No,Urban,564,159,1
CASE_5636,UK,2022-11-25,Wales,Cardiff Crown Court,Crown Court,40,Male,White British,Low,13163,Assault,Medium,4,Yes,Rural,7295,116,0
CASE_5637,UK,2022-04-14,England,Birmingham Magistrates' Court,Magistrates Court,30,Female,Other,High,117713,Fraud,Medium,4,Yes,Urban,10522,111,0
CASE_5638,UK,2022-04-12,England,Manchester Crown Court,Crown Court,58,Male,Other,Low,13986,Fraud,Low,2,Yes,Rural,1307,143,1
CASE_5639,UK,2023-07-03,England,Manchester Crown Court,Crown Court,37,Female,White British,High,146804,Fraud,Low,5,Yes,Urban,1386,5,1
CASE_5640,UK,2022-12-31,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Asian British,Low,13777,Assault,Low,3,Yes,Urban,471,113,1
CASE_5641,UK,2023-11-11,Wales,Cardiff Crown Court,Crown Court,46,Female,Asian British,Low,12683,WhiteCollar,Low,5,Yes,Urban,1259,244,0
CASE_5642,UK,2022-07-05,England,Westminster Magistrates' Court,Magistrates Court,41,Female,Black British,High,299997,Theft,Medium,5,Yes,Urban,14559,37,0
CASE_5643,UK,2022-01-17,England,Birmingham Magistrates' Court,Magistrates Court,21,Male,Black British,Medium,50873,Theft,Medium,1,Yes,Urban,9064,115,1
CASE_5644,UK,2024-01-27,Scotland,Glasgow Sheriff Court,Magistrates Court,23,Female,White British,Medium,47629,Assault,Low,3,Yes,Urban,2401,58,1
CASE_5645,UK,2022-03-11,Wales,Cardiff Crown Court,Crown Court,33,Male,White British,Medium,24808,Theft,High,4,No,Rural,56717,173,0
CASE_5646,UK,2023-10-25,Wales,Cardiff Crown Court,Crown Court,18,Female,Asian British,Medium,53888,Assault,Medium,5,Yes,Rural,7629,126,1
CASE_5647,UK,2022-07-28,England,Manchester Crown Court,Crown Court,30,Male,Mixed,Medium,23713,Assault,Medium,4,No,Rural,13501,60,0
CASE_5648,UK,2024-01-15,Wales,Cardiff Crown Court,Crown Court,69,Female,Asian British,Low,12277,Fraud,Medium,1,Yes,Rural,14283,133,1
CASE_5649,UK,2022-10-12,England,Westminster Magistrates' Court,Magistrates Court,25,Male,Mixed,Medium,47830,WhiteCollar,Medium,0,No,Urban,12816,21,1
CASE_5650,UK,2022-12-20,England,Manchester Crown Court,Crown Court,31,Female,Mixed,Medium,34402,Theft,High,3,Yes,Rural,22644,74,0
CASE_5651,UK,2024-01-11,England,Manchester Crown Court,Crown Court,31,Male,Black British,High,249874,Theft,Low,5,Yes,Rural,1395,172,1
CASE_5652,UK,2022-06-13,England,Westminster Magistrates' Court,Magistrates Court,68,Female,Other,High,259296,Theft,Medium,1,No,Rural,14097,61,1
CASE_5653,UK,2024-01-05,England,Birmingham Magistrates' Court,Magistrates Court,21,Female,White British,High,118535,WhiteCollar,Medium,0,Yes,Urban,7045,179,1
CASE_5654,UK,2023-06-26,England,Birmingham Magistrates' Court,Magistrates Court,28,Male,Mixed,Medium,38142,Assault,High,1,No,Rural,45884,42,0
CASE_5655,UK,2023-08-31,Wales,Cardiff Crown Court,Crown Court,58,Male,Other,High,292024,Assault,High,3,Yes,Rural,73672,22,1
CASE_5656,UK,2024-01-24,England,Westminster Magistrates' Court,Magistrates Court,70,Female,White British,High,212747,WhiteCollar,Medium,2,No,Rural,10498,148,0
CASE_5657,UK,2022-01-04,England,Westminster Magistrates' Court,Magistrates Court,31,Female,Other,Low,12809,WhiteCollar,Medium,1,Yes,Urban,8389,175,0
CASE_5658,UK,2022-05-16,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Asian British,Low,9488,Assault,Medium,3,No,Urban,14662,265,0
CASE_5659,UK,2024-01-08,England,Westminster Magistrates' Court,Magistrates Court,70,Female,White British,Low,17561,Fraud,Low,4,Yes,Rural,1747,194,1
CASE_5660,UK,2023-10-12,Scotland,Glasgow Sheriff Court,Magistrates Court,21,Female,White British,Medium,41785,WhiteCollar,High,2,Yes,Rural,69391,48,1
CASE_5661,UK,2022-06-04,Wales,Cardiff Crown Court,Crown Court,58,Female,White British,High,135589,Assault,Low,4,No,Urban,1651,49,0
CASE_5662,UK,2023-10-08,England,Birmingham Magistrates' Court,Magistrates Court,22,Male,Other,Medium,35213,Assault,Medium,2,No,Urban,13490,79,1
CASE_5663,UK,2023-05-15,England,Manchester Crown Court,Crown Court,53,Male,Other,Low,15136,Assault,Medium,3,No,Urban,6803,102,1
CASE_5664,UK,2022-04-01,Scotland,Glasgow Sheriff Court,Magistrates Court,70,Female,White British,High,164485,Theft,Low,0,Yes,Urban,865,14,1
CASE_5665,UK,2023-09-06,Wales,Cardiff Crown Court,Crown Court,49,Female,Black British,Medium,28892,Fraud,Low,4,Yes,Rural,371,108,0
CASE_5666,UK,2023-01-19,Scotland,Glasgow Sheriff Court,Magistrates Court,46,Female,Mixed,Medium,32144,WhiteCollar,High,5,No,Rural,45414,90,0
CASE_5667,UK,2022-05-14,Scotland,Glasgow Sheriff Court,Magistrates Court,59,Male,Asian British,Low,16578,Theft,Medium,3,No,Rural,6120,42,1
CASE_5668,UK,2022-09-26,Scotland,Glasgow Sheriff Court,Magistrates Court,25,Male,White British,High,135365,Theft,Low,1,Yes,Rural,1397,74,1
CASE_5669,UK,2022-09-26,Wales,Cardiff Crown Court,Crown Court,53,Female,Asian British,Low,16197,Assault,Medium,3,No,Rural,4381,225,0
CASE_5670,UK,2022-08-14,England,Westminster Magistrates' Court,Magistrates Court,50,Female,Asian British,Medium,24912,WhiteCollar,Medium,5,No,Urban,13436,74,1
CASE_5671,UK,2022-10-09,England,Birmingham Magistrates' Court,Magistrates Court,65,Female,Black British,Medium,27019,Assault,Medium,3,Yes,Urban,7366,111,1
CASE_5672,UK,2023-06-11,Scotland,Glasgow Sheriff Court,Magistrates Court,18,Female,Asian British,High,126535,Fraud,Medium,3,No,Urban,12737,58,1
CASE_5673,UK,2024-02-12,England,Westminster Magistrates' Court,Magistrates Court,19,Male,White British,Medium,40743,Assault,Medium,5,Yes,Urban,4495,109,0
CASE_5674,UK,2022-03-13,England,Birmingham Magistrates' Court,Magistrates Court,60,Male,White British,Low,13810,WhiteCollar,Low,4,No,Rural,2104,129,1
CASE_5675,UK,2022-01-14,England,Manchester Crown Court,Crown Court,41,Male,Black British,High,93066,Fraud,High,1,Yes,Urban,66981,98,0
CASE_5676,UK,2022-11-18,Scotland,Glasgow Sheriff Court,Magistrates Court,66,Male,White British,Medium,40518,Theft,Low,1,No,Rural,1159,103,1
CASE_5677,UK,2024-01-11,England,Birmingham Magistrates' Court,Magistrates Court,57,Female,Black British,High,87680,Theft,Medium,5,Yes,Urban,18019,132,0
CASE_5678,UK,2023-04-10,England,Manchester Crown Court,Crown Court,24,Female,White British,Low,16476,Assault,Low,1,Yes,Urban,1663,227,1
CASE_5679,UK,2023-03-14,England,Westminster Magistrates' Court,Magistrates Court,53,Male,Asian British,Medium,47899,Theft,Low,3,No,Urban,2726,82,1
CASE_5680,UK,2022-03-16,Wales,Cardiff Crown Court,Crown Court,58,Male,Mixed,High,126421,Theft,High,5,Yes,Rural,41562,91,0
CASE_5681,UK,2022-01-26,Scotland,Glasgow Sheriff Court,Magistrates Court,43,Male,White British,Low,12609,Fraud,Low,0,No,Urban,577,204,1
CASE_5682,UK,2022-06-23,England,Manchester Crown Court,Crown Court,43,Male,White British,High,148583,Theft,Low,2,Yes,Rural,1484,146,1
CASE_5683,UK,2022-11-03,England,Westminster Magistrates' Court,Magistrates Court,56,Male,Black British,Medium,41619,Fraud,Low,4,Yes,Rural,1402,71,1
CASE_5684,UK,2023-03-21,England,Westminster Magistrates' Court,Magistrates Court,35,Male,Black British,Low,14185,WhiteCollar,Medium,2,Yes,Urban,8136,171,0
CASE_5685,UK,2023-05-11,England,Manchester Crown Court,Crown Court,59,Male,Asian British,Medium,44799,WhiteCollar,Medium,4,No,Urban,16282,214,0
CASE_5686,UK,2023-08-08,England,Westminster Magistrates' Court,Magistrates Court,29,Male,White British,High,201967,Theft,Medium,2,No,Urban,7607,50,1
CASE_5687,UK,2023-11-16,England,Manchester Crown Court,Crown Court,68,Male,Asian British,High,202531,Theft,Medium,2,No,Urban,6309,178,1
CASE_5688,UK,2023-02-02,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Asian British,High,166948,Theft,Medium,3,Yes,Rural,7924,107,1
CASE_5689,UK,2022-07-21,Wales,Cardiff Crown Court,Crown Court,44,Female,Other,Medium,28723,Assault,Medium,5,Yes,Rural,10194,126,0
CASE_5690,UK,2023-03-17,England,Manchester Crown Court,Crown Court,51,Female,Mixed,High,291478,Fraud,Low,0,No,Rural,1434,199,1
CASE_5691,UK,2024-02-15,England,Westminster Magistrates' Court,Magistrates Court,26,Male,Other,High,292767,Assault,High,5,No,Rural,15107,119,0
CASE_5692,UK,2023-04-28,England,Birmingham Magistrates' Court,Magistrates Court,50,Female,Other,High,227490,Theft,Low,0,No,Rural,1036,92,1
CASE_5693,UK,2023-03-26,England,Birmingham Magistrates' Court,Magistrates Court,60,Male,Mixed,High,178988,Theft,Medium,2,Yes,Urban,13781,49,1
CASE_5694,UK,2022-03-25,England,Birmingham Magistrates' Court,Magistrates Court,33,Female,Other,Low,16127,Assault,Low,1,No,Rural,1332,163,1
CASE_5695,UK,2023-10-06,Scotland,Glasgow Sheriff Court,Magistrates Court,64,Female,Mixed,High,294769,WhiteCollar,Low,3,Yes,Urban,438,42,1
CASE_5696,UK,2022-04-27,England,Manchester Crown Court,Crown Court,46,Male,Mixed,Medium,36924,WhiteCollar,Medium,5,Yes,Urban,13713,174,0
CASE_5697,UK,2023-12-26,Scotland,Glasgow Sheriff Court,Magistrates Court,24,Female,White British,High,125410,Assault,High,5,No,Rural,48156,162,0
CASE_5698,UK,2022-03-06,England,Westminster Magistrates' Court,Magistrates Court,57,Male,Black British,High,163705,WhiteCollar,Medium,0,Yes,Urban,15612,88,1
CASE_5699,UK,2022-05-06,England,Westminster Magistrates' Court,Magistrates Court,55,Male,Other,High,266926,Assault,Low,0,Yes,Urban,567,84,1
CASE_5700,UK,2024-02-24,England,Westminster Magistrates' Court,Magistrates Court,32,Female,Mixed,Medium,31949,Theft,Low,2,Yes,Rural,2033,144,1
CASE_5701,UK,2022-03-30,England,Birmingham Magistrates' Court,Magistrates Court,19,Female,Black British,Low,16899,WhiteCollar,Low,4,No,Rural,508,186,1
